InvoiceLineId,InvoiceId,CustomerId,UnitPrice,Quantity,TrackName,Composer,Milliseconds,Bytes,GenreName,AlbumTitle,ArtistName
594,110,3,0.99,1,Hypnotize,Audioslave/Chris Cornell,206628,4961887,Rock,Audioslave,Audioslave
595,110,3,0.99,1,Drown Me Slowly,"Cornell, Commerford, Morello, Wilk",233691,7609178,Alternative & Punk,Out Of Exile,Audioslave
596,110,3,0.99,1,Long Tall Sally,"Enotris Johnson/Little Richard/Robert ""Bumps"" Blackwell",106396,1707084,Rock And Roll,BackBeat Soundtrack,BackBeat
597,110,3,0.99,1,Good Golly Miss Molly,Little Richard,106266,1704918,Rock And Roll,BackBeat Soundtrack,BackBeat
598,110,3,0.99,1,Do what cha wanna,George Duke,274155,9018565,Jazz,The Best Of Billy Cobham,Billy Cobham
599,110,3,0.99,1,A.N.D.R.O.T.A.Z.,,266266,8574746,Metal,Alcohol Fueled Brewtality Live! [Disc 1],Black Label Society
600,110,3,0.99,1,The Beginning...At Last,,271960,8975814,Metal,Alcohol Fueled Brewtality Live! [Disc 2],Black Label Society
601,110,3,0.99,1,Tomorrow's Dream,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",192496,6252071,Metal,Black Sabbath Vol. 4 (Remaster),Black Sabbath
602,110,3,0.99,1,Smoked Pork,,47333,1549074,Alternative & Punk,Body Count,Body Count
603,110,3,0.99,1,Voodoo,,300721,9875962,Alternative & Punk,Body Count,Body Count
604,110,3,0.99,1,Chemical Wedding,Roy Z,246177,8022764,Metal,Chemical Wedding,Bruce Dickinson
605,110,3,0.99,1,Realword,Roy Z,237531,7802095,Metal,Chemical Wedding,Bruce Dickinson
606,111,17,0.99,1,Meditação,Tom Jobim - Newton Mendoça,148793,4865597,Latin,Prenda Minha,Caetano Veloso
607,112,18,0.99,1,Terra,Caetano Veloso,482429,15889054,Latin,Prenda Minha,Caetano Veloso
608,112,18,0.99,1,Eclipse Oculto,Caetano Veloso,221936,7382703,Latin,Prenda Minha,Caetano Veloso
609,113,20,0.99,1,Bem Devagar,Gilberto Gil,133172,4333651,Latin,Prenda Minha,Caetano Veloso
610,113,20,0.99,1,Saudosismo,Caetano Veloso,144326,4726981,Latin,Prenda Minha,Caetano Veloso
611,114,22,0.99,1,Sozinho,Peninha,190589,6253200,Latin,Prenda Minha,Caetano Veloso
612,114,22,0.99,1,Mel,Caetano Veloso - Waly Salomão,294765,9854062,Latin,Prenda Minha,Caetano Veloso
613,114,22,0.99,1,Odara,Caetano Veloso,141270,4704104,Latin,Prenda Minha,Caetano Veloso
614,114,22,0.99,1,Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu,David Corrêa - Paulinho Carvalho - Carlos Sena - Bira do Ponto,307252,10364247,Latin,Prenda Minha,Caetano Veloso
615,115,26,0.99,1,Sozinho (Caêdrum 'n' Bass),,328071,10975007,Latin,Sozinho Remix Ao Vivo,Caetano Veloso
616,115,26,0.99,1,Samba De Orly,,162429,5431854,Latin,Minha Historia,Chico Buarque
617,115,26,0.99,1,O Que Será (À Flor Da Terra),,167288,5574848,Latin,Minha Historia,Chico Buarque
618,115,26,0.99,1,Minha Historia,,182256,6029673,Latin,Minha Historia,Chico Buarque
619,115,26,0.99,1,Geni E O Zepelim,,317570,10342226,Latin,Minha Historia,Chico Buarque
620,115,26,0.99,1,Construção / Deus Lhe Pague,,383059,12675305,Latin,Minha Historia,Chico Buarque
621,116,32,0.99,1,Um Passeio No Mundo Livre,Chico Science,240091,7984291,Latin,Afrociberdelia,Chico Science & Nação Zumbi
622,116,32,0.99,1,Manguetown,Chico Science,194560,6475159,Latin,Afrociberdelia,Chico Science & Nação Zumbi
623,116,32,0.99,1,Criança De Domingo,Chico Science,208222,6984813,Latin,Afrociberdelia,Chico Science & Nação Zumbi
624,116,32,0.99,1,Banditismo Por Uma Questa,,307095,10251097,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi
625,116,32,0.99,1,Da Lama Ao Caos,,251559,8378065,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi
626,116,32,0.99,1,Computadores Fazem Arte,,404323,13702771,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi
627,116,32,0.99,1,Extra,Gilberto Gil,304352,10078050,Reggae,Acústico MTV [Live],Cidade Negra
628,116,32,0.99,1,Onde Você Mora?,Marisa Monte/Nando Reis,256026,8502588,Reggae,Acústico MTV [Live],Cidade Negra
629,116,32,0.99,1,Onde Você Mora?,Marisa Monte/Nando Reis,298396,10056970,Reggae,Cidade Negra - Hits,Cidade Negra
630,117,41,0.99,1,Na Frente Da TV,Bino/Da Gama/Lazao/Ras Bernardo,289750,9633659,Reggae,Cidade Negra - Hits,Cidade Negra
631,117,41,0.99,1,Amor Demais,,254040,8420093,Latin,Na Pista,Cláudio Zoli
632,117,41,0.99,1,"Tapa Aqui, Descobre Ali",Paulo Levi/W. Rangel,188630,6327391,Pop,Axé Bahia 2001,Various Artists
633,117,41,0.99,1,My Love,Jauperi/Zeu Góes,203493,6772813,Pop,Axé Bahia 2001,Various Artists
634,117,41,0.99,1,Travelling Riverside Blues,Jimmy Page/Robert Johnson/Robert Plant,312032,10232581,Rock,BBC Sessions [Disc 1] [Live],Led Zeppelin
635,117,41,0.99,1,Sam With The Showing Scalp Flat Top,Don Van Vliet,171284,5572993,Rock,Bongo Fury,Frank Zappa & Captain Beefheart
636,117,41,0.99,1,Gavioes 2001,,282723,9616640,Soundtrack,Carnaval 2001,Various Artists
637,117,41,0.99,1,Morro Da Casa Verde 2001,,284708,9718778,Soundtrack,Carnaval 2001,Various Artists
638,117,41,0.99,1,Samba da Bençaco,Baden Powell/Vinicius de Moraes,282200,9440676,Latin,Chill: Brazil (Disc 1),Marcos Valle
639,117,41,0.99,1,Maria Fumaça,Luiz Carlos/Oberdan,141008,4743149,Latin,Chill: Brazil (Disc 1),Marcos Valle
640,117,41,0.99,1,Only A Dream In Rio,Vários,371356,12192989,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim
641,117,41,0.99,1,Só Tinha De Ser Com Você,Vários,389642,13085596,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim
642,117,41,0.99,1,Whiskey In The Jar,Traditional,305005,9943129,Metal,Garage Inc. (Disc 1),Metallica
643,117,41,0.99,1,It's A Hard Life,Freddie Mercury,249417,8112242,Rock,Greatest Hits II,Queen
644,118,55,0.99,1,Sure Know Something,"Paul Stanley, Vincent Poncia",242468,7939886,Rock,Greatest Kiss,Kiss
645,119,56,0.99,1,Love Gun,Paul Stanley,196257,6424915,Rock,Greatest Kiss,Kiss
646,119,56,0.99,1,Deuce,Gene Simmons,185077,6097210,Rock,Greatest Kiss,Kiss
647,120,58,0.99,1,Shock Me,Ace Frehley,227291,7529336,Rock,Greatest Kiss,Kiss
648,120,58,0.99,1,She,"Gene Simmons, S. Coronel",248346,8229734,Rock,Greatest Kiss,Kiss
649,121,1,0.99,1,Shout It Out Loud,"Paul Stanley, Gene Simmons, B. Ezrin",219742,7194424,Rock,Greatest Kiss,Kiss
650,121,1,0.99,1,Calling Dr. Love,Gene Simmons,225332,7395034,Rock,Greatest Kiss,Kiss
651,121,1,0.99,1,Strutter,"Paul Stanley, Gene Simmons",192496,6317021,Rock,Greatest Kiss,Kiss
652,121,1,0.99,1,Cold Gin,Ace Frehley,262243,8609783,Rock,Greatest Kiss,Kiss
653,122,5,0.99,1,De La Luz,,315219,10518284,Jazz,Heart of the Night,Spyro Gyra
654,122,5,0.99,1,Surrender,,287634,9422926,Jazz,Heart of the Night,Spyro Gyra
655,122,5,0.99,1,When Evening Falls,,298135,9863942,Jazz,Heart of the Night,Spyro Gyra
656,122,5,0.99,1,Poprocks And Coke,Billie Joe Armstrong -Words Green Day -Music,158354,5243078,Alternative & Punk,International Superhits,Green Day
657,122,5,0.99,1,When I Come Around,Billie Joe Armstrong -Words Green Day -Music,178364,5839426,Alternative & Punk,International Superhits,Green Day
658,122,5,0.99,1,Brain Stew,Billie Joe Armstrong -Words Green Day -Music,193149,6305550,Alternative & Punk,International Superhits,Green Day
659,123,11,0.99,1,Redundant,Billie Joe Armstrong -Words Green Day -Music,198164,6481753,Alternative & Punk,International Superhits,Green Day
660,123,11,0.99,1,Into The Light,David Coverdale,76303,2452653,Rock,Into The Light,David Coverdale
661,123,11,0.99,1,Cry For Love,Bossi/David Coverdale/Earl Slick,293015,9567075,Rock,Into The Light,David Coverdale
662,123,11,0.99,1,Grito De Alerta,Gonzaga Jr.,202213,6539422,Latin,Meus Momentos,Gonzaguinha
663,123,11,0.99,1,Lindo Lago Do Amor,Gonzaga Jr.,249678,8353191,Latin,Meus Momentos,Gonzaguinha
664,123,11,0.99,1,Ponto De Interrogação,,180950,5946265,Latin,Meus Momentos,Gonzaguinha
665,123,11,0.99,1,Voce Nao Entende Nada - Cotidiano,,421982,13885612,Latin,Minha Historia,Chico Buarque
666,123,11,0.99,1,O Leaozinho,,184398,6098150,Latin,Minha Historia,Chico Buarque
667,123,11,0.99,1,Top Top,Os Mutantes - Arnolpho Lima Filho,146938,4875374,Alternative & Punk,Minha História,Os Mutantes
668,124,20,0.99,1,"Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll",Arnaldo Baptista - Rita Lee - Arnolpho Lima Filho,222955,7346254,Alternative & Punk,Minha História,Os Mutantes
669,124,20,0.99,1,You Fool No One,Coverdale/Lord/Paice,804101,26369966,Rock,MK III The Final Concerts [Disc 1],Deep Purple
670,124,20,0.99,1,Viradouro,Dadinho/Gilbreto Gomes/Gustavo/P.C. Portugal/R. Mocoto,344320,11484362,Latin,Sambas De Enredo 2001,Various Artists
671,124,20,0.99,1,Tradição,Adalto Magalha/Lourenco,269165,9114880,Latin,Sambas De Enredo 2001,Various Artists
672,124,20,0.99,1,Maria Maria,"W. Jean, J. Duplessis, Carlos Santana, K. Perazzo & R. Rekow",262635,8664601,Rock,Supernatural,Santana
673,124,20,0.99,1,Entre E Ouça,,286302,9391004,Latin,The Best of Ed Motta,Ed Motta
674,124,20,0.99,1,Agora Que O Dia Acordou,,323213,10572752,Latin,The Best of Ed Motta,Ed Motta
675,124,20,0.99,1,Bye Bye Blackbird,Miles Davis,476003,15549224,Jazz,The Essential Miles Davis [Disc 1],Miles Davis
676,124,20,0.99,1,Nefertiti,Miles Davis,473495,15478450,Jazz,The Essential Miles Davis [Disc 2],Miles Davis
677,124,20,0.99,1,Going Down / Highway Star,Gillan/Glover/Lord/Nix - Blackmore/Paice,913658,29846063,Rock,The Final Concerts (Disc 2),Deep Purple
678,124,20,0.99,1,Boogie Blues,,204199,6603153,Jazz,Up An' Atom,Gene Krupa
679,124,20,0.99,1,Don't Take Your Love From Me,,282331,9244238,Jazz,Up An' Atom,Gene Krupa
680,124,20,0.99,1,Onde Anda Você,,168437,5550356,Bossa Nova,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius
681,124,20,0.99,1,Deixa,,179826,5932799,Bossa Nova,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius
682,125,34,0.99,1,As Rosas Não Falam (Beth Carvalho),,116767,3836641,Latin,Vozes do MPB,Various Artists
683,126,35,0.99,1,Wave (Os Cariocas),,130063,4298006,Latin,Vozes do MPB,Various Artists
684,126,35,0.99,1,Garota de Ipanema (Dick Farney),,174367,5767474,Latin,Vozes do MPB,Various Artists
685,127,37,0.99,1,Susie Q,Hawkins-Lewis-Broadwater,275565,9043825,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival
686,127,37,0.99,1,Proud Mary,J. C. Fogerty,189022,6229590,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival
687,128,39,0.99,1,Lodi,J. C. Fogerty,191451,6260214,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival
688,128,39,0.99,1,Commotion,J. C. Fogerty,162899,5354252,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival
689,128,39,0.99,1,Fortunate Son,J. C. Fogerty,140329,4617559,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival
690,128,39,0.99,1,Who'll Stop The Rain,J. C. Fogerty,149394,4899579,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival
691,129,43,0.99,1,Long As I Can See The Light,J. C. Fogerty,213237,6924024,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival
692,129,43,0.99,1,Sweet Hitch-Hiker,J. C. Fogerty,175490,5716603,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival
693,129,43,0.99,1,Born On The Bayou,J.C. Fogerty,316630,10361866,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival
694,129,43,0.99,1,Night Time Is The Right Time,J.C. Fogerty,190119,6211173,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival
695,129,43,0.99,1,The Midnight Special,J.C. Fogerty,253596,8297482,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival
696,129,43,0.99,1,(Wish I Could) Hideaway,J.C. Fogerty,228466,7432978,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival
697,130,49,0.99,1,Gatas Extraordinárias,,212506,7095702,Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller
698,130,49,0.99,1,"Você Passa, Eu Acho Graça (Ao Vivo)",,206733,6943576,Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller
699,130,49,0.99,1,Não Sei O Que Eu Quero Da Vida,,151849,5024963,Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller
700,130,49,0.99,1,E.C.T.,,227500,7571834,Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller
701,130,49,0.99,1,Eleanor Rigby,,189466,6303205,Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller
702,130,49,0.99,1,Comin' Home,Bolin/Coverdale/Paice,235781,7644604,Rock,Come Taste The Band,Deep Purple
703,130,49,0.99,1,Love Child,Bolin/Coverdale,188160,6173806,Rock,Come Taste The Band,Deep Purple
704,130,49,0.99,1,Flight Of The Rat,"Blackmore, Gillan, Glover, Lord, Paice",478302,15563967,Rock,Deep Purple In Rock,Deep Purple
705,130,49,0.99,1,Strange Kind Of Woman,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",247092,8072036,Rock,Fireball,Deep Purple
706,131,58,0.99,1,Black Night,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",368770,12058906,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
707,131,58,0.99,1,Pictures Of Home,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,303777,9903835,Rock,Machine Head,Deep Purple
708,131,58,0.99,1,Cascades : I'm Not Your Lover,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",283689,9209693,Rock,Purpendicular,Deep Purple
709,131,58,0.99,1,The Cut Runs Deep,"Blackmore, Glover, Turner, Lord, Paice",342752,11191650,Rock,Slaves And Masters,Deep Purple
710,131,58,0.99,1,Love Don't Mean a Thing,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,263862,8675026,Rock,Stormbringer,Deep Purple
711,131,58,0.99,1,Lick It Up,roger glover,240274,7792604,Rock,The Battle Rages On,Deep Purple
712,131,58,0.99,1,Pour Some Sugar On Me,,292519,9518842,Rock,Vault: Def Leppard's Greatest Hits,Def Leppard
713,131,58,0.99,1,Action,,220604,7130830,Rock,Vault: Def Leppard's Greatest Hits,Def Leppard
714,131,58,0.99,1,Groovus Interruptus,Jim Beard,319373,10602166,Jazz,Outbreak,Dennis Chambers
715,131,58,0.99,1,Cigano,,304692,10037362,Latin,Djavan Ao Vivo - Vol. 02,Djavan
716,131,58,0.99,1,Acelerou,,284081,9396942,Latin,Djavan Ao Vivo - Vol. 02,Djavan
717,131,58,0.99,1,Azul,Djavan,253962,8381029,Latin,Djavan Ao Vivo - Vol. 1,Djavan
718,131,58,0.99,1,"Dois Pra Lá, Dois Pra Cá",,263026,8684639,Latin,Elis Regina-Minha História,Elis Regina
719,131,58,0.99,1,Maria Rosa,,232803,7592504,Latin,Elis Regina-Minha História,Elis Regina
720,132,13,0.99,1,Lay Down Sally,Clapton/Levy,231732,7774207,Blues,The Cream Of Clapton,Eric Clapton
721,133,14,0.99,1,Knockin On Heavens Door,Clapton/Dylan,264411,8758819,Blues,The Cream Of Clapton,Eric Clapton
722,133,14,0.99,1,Wonderful Tonight,Clapton,221387,7326923,Blues,The Cream Of Clapton,Eric Clapton
723,134,16,0.99,1,Promises,Clapton/F.eldman/Linn,180401,6006154,Blues,The Cream Of Clapton,Eric Clapton
724,134,16,0.99,1,Signe,Eric Clapton,193515,6475042,Blues,Unplugged,Eric Clapton
725,135,18,0.99,1,Hey Hey,Big Bill Broonzy,196466,6543487,Blues,Unplugged,Eric Clapton
726,135,18,0.99,1,Lonely Stranger,Eric Clapton,328724,10894406,Blues,Unplugged,Eric Clapton
727,135,18,0.99,1,Layla,"Eric Clapton, Jim Gordon",285387,9490542,Blues,Unplugged,Eric Clapton
728,135,18,0.99,1,Walkin' Blues,Robert Johnson,226429,7435192,Blues,Unplugged,Eric Clapton
729,136,22,0.99,1,Old Love,"Eric Clapton, Robert Cray",472920,15780747,Blues,Unplugged,Eric Clapton
730,136,22,0.99,1,Last Cup Of Sorrow,Bill Gould/Mike Patton,251663,8221247,Alternative & Punk,Album Of The Year,Faith No More
731,136,22,0.99,1,Ashes To Ashes,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,217391,7093746,Alternative & Punk,Album Of The Year,Faith No More
732,136,22,0.99,1,Home Sick Home,Mike Patton,119040,3898976,Alternative & Punk,Album Of The Year,Faith No More
733,136,22,0.99,1,Midlife Crisis,,263235,8628841,Alternative & Punk,Angel Dust,Faith No More
734,136,22,0.99,1,Malpractice,,241371,7900683,Alternative & Punk,Angel Dust,Faith No More
735,137,28,0.99,1,Midnight Cowboy,,251924,8242626,Alternative & Punk,Angel Dust,Faith No More
736,137,28,0.99,1,Star A.D.,"Mike Bordin, Billy Gould, Mike Patton",203807,6747658,Rock,King For A Day Fool For A Lifetime,Faith No More
737,137,28,0.99,1,King For A Day,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",395859,13163733,Rock,King For A Day Fool For A Lifetime,Faith No More
738,137,28,0.99,1,Epic,Faith No More,294008,9631296,Alternative & Punk,The Real Thing,Faith No More
739,137,28,0.99,1,The Morning After,Faith No More,223764,7355898,Alternative & Punk,The Real Thing,Faith No More
740,137,28,0.99,1,Xote Dos Milagres,,269557,8897778,Latin,Deixa Entrar,Falamansa
741,137,28,0.99,1,Principiando/Decolagem,,116767,3923789,Latin,Deixa Entrar,Falamansa
742,137,28,0.99,1,In Your Honor,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",230191,7468463,Rock,In Your Honor [Disc 1],Foo Fighters
743,137,28,0.99,1,Free Me,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",278700,9109340,Rock,In Your Honor [Disc 1],Foo Fighters
744,138,37,0.99,1,Over And Out,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",316264,10428382,Rock,In Your Honor [Disc 2],Foo Fighters
745,138,37,0.99,1,Disenchanted Lullaby,Foo Fighters,273528,8919111,Alternative & Punk,One By One,Foo Fighters
746,138,37,0.99,1,"Hey, Johnny Park!","Dave, Taylor, Nate, Chris",248528,8079480,Rock,The Colour And The Shape,Foo Fighters
747,138,37,0.99,1,Walking After You,Dave Grohl,303856,9898992,Rock,The Colour And The Shape,Foo Fighters
748,138,37,0.99,1,Summer Love,hans bradtke/heinz meier/johnny mercer,174994,5693242,Easy Listening,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
749,138,37,0.99,1,Come Fly With Me,jimmy van heusen/sammy cahn,190458,6231029,Easy Listening,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
750,138,37,0.99,1,Nervosa,,229537,7680421,Latin,Roda De Funk,Funk Como Le Gusta
751,138,37,0.99,1,Meu Guarda-Chuva,,248528,8216625,Latin,Roda De Funk,Funk Como Le Gusta
752,138,37,0.99,1,Juazeiro,Humberto Teixeira/Luiz Gonzaga,222275,7349779,Soundtrack,As Canções de Eu Tu Eles,Gilberto Gil
753,138,37,0.99,1,Lamento Sertanejo,Dominguinhos/Gilberto Gil,260963,8518290,Soundtrack,As Canções de Eu Tu Eles,Gilberto Gil
754,138,37,0.99,1,Estrela (Live),,285309,9436411,Latin,Quanta Gente Veio Ver (Live),Gilberto Gil
755,138,37,0.99,1,Lamento De Carnaval,,294530,9819276,Jazz,Quanta Gente Veio ver--Bônus De Carnaval,Gilberto Gil
756,138,37,0.99,1,Beira Mar,Gilberto Gil,295444,9597994,Latin,Unplugged,Eric Clapton
757,138,37,0.99,1,Straight Out Of Line,Sully Erna,259213,8511877,Metal,Faceless,Godsmack
758,139,51,0.99,1,Holiday,"Billie Joe Armstrong, Mike Dirnt, Tré Cool",232724,7599602,Alternative & Punk,American Idiot,Green Day
759,140,52,0.99,1,Boulevard Of Broken Dreams,"Mike Dint, Billie Joe, Tré Cool",260858,8485122,Alternative & Punk,American Idiot,Green Day
760,140,52,0.99,1,Are We The Waiting,Green Day,163004,5328329,Alternative & Punk,American Idiot,Green Day
761,141,54,0.99,1,Give Me Novacaine,Green Day,205871,6752485,Alternative & Punk,American Idiot,Green Day
762,141,54,0.99,1,Extraordinary Girl,Green Day,214021,6975177,Alternative & Punk,American Idiot,Green Day
763,142,56,0.99,1,Wake Me Up When September Ends,"Mike Dint, Billie Joe, Tré Cool",285753,9325597,Alternative & Punk,American Idiot,Green Day
764,142,56,0.99,1,Whatsername,Green Day,252316,8244843,Alternative & Punk,American Idiot,Green Day
765,142,56,0.99,1,It's So Easy,,202824,3394019,Rock,Appetite for Destruction,Guns N' Roses
766,142,56,0.99,1,Out Ta Get Me,,263893,4382147,Rock,Appetite for Destruction,Guns N' Roses
767,143,1,0.99,1,Think About You,,231640,3860275,Rock,Appetite for Destruction,Guns N' Roses
768,143,1,0.99,1,Rocket Queen,,375349,6185539,Rock,Appetite for Destruction,Guns N' Roses
769,143,1,0.99,1,Don't Cry (Original),,284744,4833259,Rock,Use Your Illusion I,Guns N' Roses
770,143,1,0.99,1,Back off Bitch,,303436,5135662,Rock,Use Your Illusion I,Guns N' Roses
771,143,1,0.99,1,Garden of Eden,,161539,2839694,Rock,Use Your Illusion I,Guns N' Roses
772,143,1,0.99,1,Coma,,616511,10201342,Rock,Use Your Illusion I,Guns N' Roses
773,144,7,0.99,1,Shotgun Blues,W. Axl Rose,203206,6623916,Metal,Use Your Illusion II,Guns N' Roses
774,144,7,0.99,1,You Could Be Mine,Izzy Stradlin'/W. Axl Rose,343875,11207355,Metal,Use Your Illusion II,Guns N' Roses
775,144,7,0.99,1,Deep Waters,Richard Bull,396460,13075359,Jazz,Blue Moods,Incognito
776,144,7,0.99,1,Thinking 'Bout Tomorrow,Fayyaz Virgi/Richard Bull,355395,11865384,Jazz,Blue Moods,Incognito
777,144,7,0.99,1,Brighter Than a Thousand Suns,,526255,8721490,Rock,A Matter of Life and Death,Iron Maiden
778,144,7,0.99,1,Lord of Light,,444614,7393698,Rock,A Matter of Life and Death,Iron Maiden
779,144,7,0.99,1,Transylvania,Steve Harris,265874,4255744,Metal,A Real Dead One,Iron Maiden
780,144,7,0.99,1,2 Minutes To Midnight,Adrian Smith/Bruce Dickinson,337423,5400576,Metal,A Real Dead One,Iron Maiden
781,144,7,0.99,1,Wasting Love,Bruce Dickinson/Janick Gers,347846,5566464,Metal,A Real Live One,Iron Maiden
782,145,16,0.99,1,Ghost Of The Navigator,Bruce Dickinson/Janick Gers/Steve Harris,410070,16404608,Rock,Brave New World,Iron Maiden
783,145,16,0.99,1,Wildest Dreams,Adrian Smith/Steve Harris,232777,9312384,Heavy Metal,Dance Of Death,Iron Maiden
784,145,16,0.99,1,Age Of Innocence,David Murray/Steve Harris,370468,14823478,Heavy Metal,Dance Of Death,Iron Maiden
785,145,16,0.99,1,Chains Of Misery,Bruce Dickinson/David Murray,217443,8700032,Rock,Fear Of The Dark,Iron Maiden
786,145,16,0.99,1,05 - Phantom of the Opera,Steve Harris,428016,10276872,Blues,Iron Maiden,Iron Maiden
787,145,16,0.99,1,Genghis Khan,Steve Harris,187141,4493440,Heavy Metal,Killers,Iron Maiden
788,145,16,0.99,1,The Trooper,Harris,268878,6455255,Metal,Live After Death,Iron Maiden
789,145,16,0.99,1,Running Free,Harris/Di Anno,204617,4912986,Metal,Live After Death,Iron Maiden
790,145,16,0.99,1,From Here To Eternity,,284447,6831163,Rock,Live At Donington 1992 (Disc 1),Iron Maiden
791,145,16,0.99,1,Heaven Can Wait,,440555,10577743,Rock,Live At Donington 1992 (Disc 2),Iron Maiden
792,145,16,0.99,1,Holy Smoke,Bruce Dickinson/Steve Harris,229459,3672064,Metal,No Prayer For The Dying,Iron Maiden
793,145,16,0.99,1,Where Eagles Dare,Steve Harris,369554,5914624,Metal,Piece Of Mind,Iron Maiden
794,145,16,0.99,1,Aces High,Harris,269531,6472088,Metal,Powerslave,Iron Maiden
795,145,16,0.99,1,The Wicker Man,Adrian Smith/Bruce Dickinson/Steve Harris,281782,11272320,Metal,Rock In Rio [CD1],Iron Maiden
796,146,30,0.99,1,The Number Of The Beast,Steve Harris,300434,12022107,Rock,Rock In Rio [CD2],Iron Maiden
797,147,31,0.99,1,Hallowed Be Thy Name,Steve Harris,443977,17760384,Rock,Rock In Rio [CD2],Iron Maiden
798,147,31,0.99,1,Sanctuary,David Murray/Paul Di'Anno/Steve Harris,317335,12695680,Rock,Rock In Rio [CD2],Iron Maiden
799,148,33,0.99,1,Moonchild,Adrian Smith; Bruce Dickinson,340767,8179151,Metal,Seventh Son of a Seventh Son,Iron Maiden
800,148,33,0.99,1,Can I Play With Madness,Adrian Smith; Bruce Dickinson; Steve Harris,211043,5067867,Metal,Seventh Son of a Seventh Son,Iron Maiden
801,149,35,0.99,1,Seventh Son of a Seventh Son,Steve Harris,593580,14249000,Metal,Seventh Son of a Seventh Son,Iron Maiden
802,149,35,0.99,1,The Clairvoyant,Adrian Smith; Bruce Dickinson; Steve Harris,267023,6411510,Metal,Seventh Son of a Seventh Son,Iron Maiden
803,149,35,0.99,1,Caught Somewhere in Time,Steve Harris,445779,10701149,Metal,Somewhere in Time,Iron Maiden
804,149,35,0.99,1,Sea of Madness,Adrian Smith,341995,8210695,Metal,Somewhere in Time,Iron Maiden
805,150,39,0.99,1,De Ja Vu,David Murray/Steve Harris,296176,7113035,Metal,Somewhere in Time,Iron Maiden
806,150,39,0.99,1,Gangland,Adrian Smith/Clive Burr/Steve Harris,228440,3202866,Metal,The Number of The Beast,Iron Maiden
807,150,39,0.99,1,The Number Of The Beast,Steve Harris,293407,11737216,Rock,The Number of The Beast,Iron Maiden
808,150,39,0.99,1,Man On The Edge,Blaze Bayley/Janick Gers,253413,10137728,Rock,The X Factor,Iron Maiden
809,150,39,0.99,1,Judgement Of Heaven,Steve Harris,312476,12501120,Rock,The X Factor,Iron Maiden
810,150,39,0.99,1,The Unbeliever,Janick Gers/Steve Harris,490422,19617920,Rock,The X Factor,Iron Maiden
811,151,45,0.99,1,The Educated Fool,Steve Harris,404767,16191616,Rock,Virtual XI,Iron Maiden
812,151,45,0.99,1,Out Of Sight,Ted Wright,143725,4711323,R&B/Soul,Sex Machine,James Brown
813,151,45,0.99,1,Get Up (I Feel Like Being A) Sex Machine,Bobby Byrd/James Brown/Ron Lenhoff,316551,10498031,R&B/Soul,Sex Machine,James Brown
